metric,classifier,adjuster,dataset,column,value
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
ROC AUC,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9166
Sensitivity (TPR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3966
Specificity (TNR),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.9899
MCC (Matthews Corr Coef),HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.3459
Accuracy,HistGradientBoosting,Combat,"Train on gse20194, Test on gse62944",meta_er_status,0.5273
